nom,street,postal_code,city,latitude,longitude,geocode_score,statut,objet,siret,mots_cles
ACTION PARTAGE,1 AV du Général de Gaulle,17430,Tonnay-Charente,45.944404,-0.893682,0.8625,Active,"apporter une aide aux personnes démunies ; l'association est partenaire du Centre Communal d'Action Sociale de Tonnay-Charente pour la distribution de l'aide alimentaire, telle que définie par convention ; elle participe aussi à la commission permanente du CCAS pour attribuer des secours selon son règlement intérieur",37905113900010,aide alimentaire
COLLECTIF CARITATIF DU CANTON DE LA TREMBLADE - CCCLT,23 RUE de la Seudre,17390,La Tremblade,45.770501,-1.140081,0.9636,Active,"rassemblement d'associations caritatives intervenant sur le canton de La Tremblade et de membres individuels en vue de regrouper leurs forces et compétences pour des actions d'ordre individuel ou collectif, d'aide et de soutien à des personnes ou des groupes ou des catégories de personnes en difficulté détectés par les services sociaux entre autres en recherchant et distribuant de la nourriture, en récupérant et distribuant des jouets, en mettant à disposition une maison d'accueil et en distribuant par les personnes morales des tickets-service pendant les périodes de non distribution alimentaire",,distribution alimentaire
ASSOCIATION 'LA MAIN TENDUE',7 ALL des Bambins,17200,Royan,45.617098,-1.007984,0.8417,Active,"L'aide à domicile aux personnes âgées,  l'aide alimentaire, l'aide aux demarches administratives, formation afps-cfapse-contrat de travail-cec-ces-sdf-chômeurs entrant en souffrance",,aide alimentaire
OCEAN OLERON CONTRE L'EXCLUSION AVEC NOUS,10 RUE de la Corderie,17310,Saint-Pierre-d'Oléron,45.94413,-1.308882,0.9007,Active,"participer à la politique sociale oléronaise, lutter dans la vie quotidienne contre toute forme d'exclusion sociale et professionnelle et contribuer au développement durable ; développer la solidarité en favorisant la rencontre, le dialogue social, permettre à chacun et, notamment, aux plus défavorisés d'être des citoyens actifs et responsables d'une communauté vivante ; gérer, animer ou participer à l'organisation d'équipements et de services ayant pour vocation l'aide aux personnes et aux familles et en particulier les aides alimentaires, les transports, la santé, le logement, l'équipement familial (vêtements, meubles, électroménager) et les ateliers d'insertion ; développer des activités en relation avec le réemploi des déchets non dangereux ;  favoriser la création d'emplois pour des publics en difficulté ; susciter toute initiative permettant de favoriser l'intégration et la dignité de tous ; participer à la sensibilisation et à l'éducation des publics à la consommation responsable et à la prévention des déchets  ; passer avec des collectivités, institutions, associations ou groupements, toutes conventions nécessaires à la réalisation de son objet",40409035900047,aide alimentaire
ASSOCIATION POUR L'AIDE ALIMENTAIRE,RUE de l'Aunis,17290,Aigrefeuille-d'Aunis,46.113913,-0.935413,0.9620,Active,gérer et distribuer les denrées alimentaires fournies par la Banque Alimentaire de Charente Maritime qui sont destinées aux personnes les plus démunies habitant Aigrefeuille et ses alentours qui font partie du Territoire Communautaire AUNIS SUD ; d'autres activités pourront être organisées si nécessaire,80417137900014,banque alimentaire
LE GUA SOLIDARITÉ,28 RUE Saint Laurent,17600,Le    Gua,45.725804,-0.942855,0.9589,Active,"solidarité en liaison avec la Banque Alimentaire de Charente-Maritime, auprès des ayants droits tels que définis par la Banque Alimentaire et le CCAS Le Gua",89434640200015,banque alimentaire
ACTION POUR LES ORPHELINS DU BENIN,14 RUE Victor Hugo,17730,Port-des-Barques,45.947897,-1.076494,0.9498,Active,"apporter l'aide à deux orphelinats du sud du Bénin aniwedii, athieme. aides alimentaires, vestimentaires, scolaires, soins, creuser 2 puits",,aide alimentaire
LES JARDINS SOLIDAIRES DE DOLUS,PL Simone Veil,17550,Dolus-d'Oléron,45.910753,-1.264687,0.8300,Active,produire des légumes de saison destinés aux personnes dans le besoin et distribués par le biais de structures d'aides alimentaires,,aide alimentaire
LE PANIER DE LA MER 17,RUE Nicolas Appert,17000,La    Rochelle,46.155077,-1.20957,0.9659,Active,Toutes actions permettant la transformation des produits de la mer invendus en criee afin de les mettre a la disposition des beneficiaires de la banque alimentaire de charente maritime/pour ce l'association cree un atelier d'insertion destine a la formation professionnelle,,banque alimentaire
AIDE PLUS SERVICE,3 BD de la République,16000,Angoulême,45.651527,0.163861,0.7864,Active,"location d'un véhicule de déménagement, ménage, repassage, nettoyage, entretien, préparation et vente de nourriture ( sandwichs, boissons, café), rangement et vente de dons de vêtements et de chaussures à petits prix, à une clientèle ciblée ; distribution de colis alimentaires gratuits",,colis alimentaire
ASSOCIATION INTERCOMMUNALE D'ENTRAIDE (AIE),4 B RUE de l'Océan,17138,Saint-Xandre,46.206101,-1.104316,0.8599,Active,"apporter une aide aux familles démunies(aide alimentaire, vestimentaire, etc...",,aide alimentaire
PERIGNY ENTRAIDE,RUE du Château,17180,Périgny,46.151178,-1.093538,0.9612,Active,assurer la distribution des denrées alimentaires aux personnes de la commune répondant aux conditions d'accès des services de la Banque Alimentaire; de répondre à un engagement de la commune et du citoyen pour servir l'intérêt général d'un projet solidaire et toutes activités annexes ou complémentaires qui pourraient faciliter directement ou indirectement l'activité de l'association,,banque alimentaire
PAIN DE VIE CHARENTE-MARITIME,15 ROUT de cozes,17600,Saujon,45.666405,-0.91803,0.8744,Active,"mise en place d'une épicerie solidaire pour toutes persones en difficulté ; soutiens divers aux familles ; soutien et création d'orphelins dans le monde, évangélisation et partage de la parole",,épicerie solidaire
MAISON DES CONSOM'ACTEURS/EPISOL,9 RUE Eugène Fromentin,17100,Saintes,45.748134,-0.628227,0.9648,Active,proposer un lieu convivial où chacun peut agir dans la vie de la structure notamment en mettant en oeuvre sa capacité de solidarité et de réciprocité et en participant à des ateliers ; une épicerie solidaire aux saintais en fragilité orientés par des partenaires sociaux,,épicerie solidaire
SOLIDARITES DU CANTON DE COZES,1 ALL DES SOUPIRS,17120,Cozes,45.583473,-0.830681,0.8360,Active,"exercice et promotion de l'aide alimentaire et d'autres actions de solidarité, (l'association est affiliée à la banque alimentaire départementale)",,aide alimentaire | banque alimentaire
LA MAIN TENDUE,4 CHEM1 de la Seugne,17240,Saint-Grégoire-d'Ardennes,45.508808,-0.520923,0.8499,Active,"aide à domicile aux personnes, aide alimentaire, aide aux démarches administratives, collecte auprès des petites et grandes surfaces alimentaires auprès du public",,aide alimentaire
PANIER SOLIDAIRE EN PAYS BURIAUD,,17770,Burie,45.779051,-0.426451,0.9368,Active,"colecter, gerer et distribuer les surplus fournis par la banque alimentaire aux plus demunis",,banque alimentaire
SOLIDARITÉS PONTOISES,35 RUE De Cognac,17800,Pons,45.581804,-0.537354,0.9599,Active,"aide alimentaire, sociale et bourse puéricultrice",,aide alimentaire
LE SOURIRE DES ILES CARIBEENNES,31 RUE du cormier,17100,Saintes,45.749907,-0.609726,0.9625,Active,"rassembler et faire connaitre la culture caribéenne par le biais de : repas et cours de cuisine des caraïbes, organiser un carnaval antillais, faire connaitre le ""chanté Nwel"""" (chants de noël antillais) contes et posésie, participer à la fete de la musique, pique-nique et marché de noël de saintes, organisations de : danses antillaises folkloriques """"gwo ka"""", lotos, soirées dansantes, soirées jeux, brocantes, spectacle musiciens, voyages culturels, aide à la personne (informatique, langues) initiations instruments, distribution alimentaire : repas de noel pour les plus démunis""",,distribution alimentaire
PANIER EN PAYS HILAIROIS,22 AV de Saint jean D'Angely,17770,Saint-Hilaire-de-Villefranche,45.852102,-0.528474,0.8727,Active,"collecter, gérer et distribuer surplus fournis par banque alimentaire aux plus démunis et autres activités",,banque alimentaire
ANEMO PRAXIS,18 AV GEORGES CLEMENCEAU,43200,Yssingeaux,45.143848,4.12007,0.8403,Active,PRATIQUER SUR TOUT LE TERRITOIRE DE LA REPUBLIQUE L'ASSISTANCE LA BIENFAISANCE DANS LES DOMAINES DE L'AIDE AU LOGEMENT DE L'AIDE ALIMENTAIRE DE L'ACCES AUX SOINS DE FACON GENERALE POUR LES PLUS DEMUNIS AINSI QUE L'AIDE A L'EMPLOI A LA FORMATION ET A L'INSERTION DES JEUNES GENS DE MOINS DE 26 ANS,,aide alimentaire
ICHTHYS MEDITERRANEE,11/13 CHEM1 de l'industrie,06110,Le    Cannet,43.574674,6.990517,0.7361,Active,"contribuer à la création  d'une nouvelle association s'inscrivant dans les règles qui suivent : une démarche d'insertion professionnelle, utilisant les produits de la mer de retrait comme support pédagogique, et la transformation de ces produits comme activité d'apprentissage pour des personnes éloignées de l'emploi ; une démarche non marchande, ancrée dans la logique de solidarité, en confiant les produits transformés aux associations caritatives chargées de l'aide alimentaires ; une démarche concertée de partenariat territorial, labellisé par la fédération nationale des paniers de la mer",,aide alimentaire
VIOLETTE,94 BD Président Wilson,06160,Antibes,43.572264,7.115194,0.7876,Active,"aider les personnes en grande difficultés financières ne pouvant accéder aux soins dits paramédicaux ou d'esthétiques et d'entretiens corporels, par l'apport d'une aide financière à l'achat ou à la location de matériel paramédical pouvant soulager les membres de l'association soit au règlement d'honoraire de spécialistes non conventionnés dans le même but, soit par l'achat d'aide alimentaire ou vestimentaire pour les personnes les plus démunies, aider toutes les personnes y compris les membres victimes d'agressions,violences, harcèlementent ou discrimination, en situation financière difficile, en réglant les honoraires des avocats ou huissiers pour entamer toutes procédures judiciaires visant à faire reconnaître leurs droits ou indemnisations légitimes",,aide alimentaire
BANQUE ALIMENTAIRE DES ALPES-MARITIMES ( BA ),2 CHEM1 des Ecoles,06200,Nice,43.744436,7.214459,0.5882,Active,"apporter une aide alimentaire aux personnes les plus démunies en partenariat avec des associations et organismes sociaux, cette aide vise à promouvoir une alimentation de qualité et créatrice de lien , facteur de retour à une vie normale pour ces personnes",41310684000031,aide alimentaire
LE ZEBUPHILE,77 AV Marceau,92400,Courbevoie,48.901447,2.243405,0.8167,Active,"la récolte de fonds en France qui seront acheminés à Madagascar pour permettre la scolarisation d'enfants défavorisés, l'aide alimentaire, l'accès aux soins médicaux à des familles nécessiteuses et le bon fonctionnement du refuge pour enfants, structure d'accueil nommée ""Mokana"""" destinée aux enfants de rue, orphelins ou en situation de précarité, sise à Fianarantsoa (Madagascar)""",,aide alimentaire
ASSOCIATION PRALES - DEFENSE DES ROMS ISSUS DE L'EUROPE DE L'EST EN REGION PACA - INTEGRATION SOCIALE ET CULTURELLE,8 IMP Juan,06160,Antibes Juan Les Pins,43.568586,7.114903,0.6882,Active,"favoriser l'insertion des Rroms issus de l'Europe de l'est de la région PACA  (Provence alpes côte d'azur) dans la société ; par un  accompagnement social et juridique spécialisé permettant l'accès aux droits (santé, logement, éducation et culture, travail), de façon à éviter leur expulsion ; l'association se propose en particulier de contribuer à l'amélioration de la vie des enfants et des familles en menant des activités éducatives, en aidant les familles à scolariser les enfants, en fournissant des aides matérielles de type aide vestimentaire, aide alimentaire avec création d'une cantine sociale, aide à la créations de campements légaux en relation avec l'administration, aide juridique pour l(obtention de titres de séjours ; par la lutte contre toutes les formes de discrimination et de racisme dont ces personnes sont victimes ; par la diffusion de la culture Rrom (musique, danse, langue, traditions, histoire) et la sensibilisation  du public à la situation difficile des familles Rroms dans le but de créer des liens de solidarité entre ces familles et la population ; par l'aide au développement d'activités artisanales et/ou commerciales en particulier sous forme de coopératives, notamment dans le domaine de la création artisanale traditionnelle tzigane ou la récupération/valorisation des déchets divers",,aide alimentaire
COUP DE POUCE A ANTIBES,288 CHEM1 de Saint-Claude,06600,Antibes,43.593482,7.112526,0.8657,Active,création et fonctionnement d'un restaurant et d'une épicerie solidaire à Antibes,,épicerie solidaire
PETIT PLUS,1041 RTE de Carros,06510,Le    Broc,43.80627,7.174587,0.7074,Active,"venir en aide à des familles , personnes âgées , familles monoparentales et des personnes en grande précarité par le moyen de distribution de colis alimentaires et vêtements ainsi que tout ce qui est nécessaire : meubles , ménagers etc",,colis alimentaire
"ASSOCIATION CREATIVE "" INSPIRATION ' AZUR """"""",157 AV Michel Jourdan,06150,Cannes,43.562127,6.965143,0.8364,Active,"développement de la créativité, accentuation et valorisation de trésors culturels , création et réalisation des icônes , d'oeuvres d'arts appliqués, la production de matériels nécessaires pour cette activité , organisation de présentations d'ouvrages, des expositions , des évènements culturels , de spectacles vivants , de soirées musicales et poétiques , formation des artistes-peintres iconographistes , aide caritatives pour les personnes isolées et démunies : a) aide alimentaire , b) assistance administrative",,aide alimentaire
RAYONS D'ESPOIR 06,938 AV de la République,06550,Roquette-sur-Siagne,43.581039,6.947911,0.8186,Active,"la lutte contre le gaspillage alimentaire et l'aide alimentaire aux personnes les plus démunies en partenariat avec des associations et services sociaux, elle apporte une aide alimentaire temporaire à ces personnes tout en leur demandant une participation financière, pour ce faire elle récupère auprès de tous commerces de distribution alimentaire tous types de denrées alimentaires invendues afin de les redistribuer directement ou indirectement, les moyens d'actions de l'association sont ceux autorisés par la loi notamment, le recrutement de toutes personnes utiles son fonctionnement ainsi que toutes personnes agréées, l'organisation et la création des services pour assurer les gestions et administrations nécessaires à son activité, la recherche de concours de tous organismes ou personnes qualifiées, la mise en place des partenariats pouvant contribuer à atteindre les objectifs fixés",,aide alimentaire | distribution alimentaire | lutte contre le gaspillage alimentaire
LES RESTAURANTS DU COEUR LES RELAIS DU COEUR DES ALPES MARITIMES,160 AV Jean Aicard,06700,Saint-Laurent-du-Var,43.683814,7.183755,0.7786,Active,aide alimentaire aux personnes defavorisees du departement.,,aide alimentaire
MADA PITCHOUN,236 rue Bel'Azur,06700,Saint-Laurent-du-Var,43.676529,7.180087,0.7627,Active,"venir en aide aux personnes en difficultés, notamment des enfants, elle a pour principales actions, d'éduquer et former les enfants les plus défavorisés tant en France qu'à l'étranger, par des investissements, des aides alimentaires, de l'aide au logement, du financement de soins, d'aides à la solidarité ainsi qu'un apport pédagogique, afin de les aider à se construire une vie digne dans laquelle ils pourront exercer un métier, fonder une famille et devenir des citoyens responsables",,aide alimentaire
EXCLU(E)S ET ELU(E)S,552 C... de la Veyrière,06560,Valbonne,43.639051,7.034438,0.7260,Active,"l'assistance à des personnes en situation d'exclusion, et la création de lien social entre les citoyens et les personnes exclues ; l'accompagnement dans l'aide alimentaire, l'aide vers le logement et l'emploi ; SDF, chômeurs, primo arrivants, migrants, rapatriés, harkis, etc leur permettant de s'épanouir à travers diverses activités liées à la faune et à la flore",,aide alimentaire
LES JARDINS FAMILIAUX CANNOIS DE SAINT VINCENT DE PAUL,14 RUE NOTRE DAME,06400,Cannes,43.55174,7.019959,0.9695,Active,"a pour objet : l'objet premier de l'association reste de créer et d'organiser des jardins en faveur de familles nécessiteuses en réservant la priorité aux familles les plus nombreuses ; dans le souci d' adapter son action aux réalités de son époque, elle décide de s'ouvrir à d'autres formes d'activités telles que : équipement du logement, vestiaire, aide alimentaire, soutien scolaire, enseignement du français aux étrangers, initiation à l'informatique, au jardinage ; a cet effet, elle se propose : 1- de rechercher des terrains propres à la culture potagère, de s'en faire délivrer la libre disposition soit par location, soit par acquisition, soit par réquisition dans les conditions de la loi du 31/10/1941, de les lotir et de les aménager ; puis de mettre ces terrains à la disposition de familles nécessiteuses à charge pour elles de les cultiver et d'en jouir pour les seuls besoins de leur foyer et à l'exclusion de tout usage commercial ; 2- d'acquérir, vendre ou louer tout terrain et immeuble nécessaire à son fonctionnement, 3- accessoirement et sans réalisation d'aucun bénéfice d'effectuer toutes opérations se rapportant directement ou indirectement à son but, 4- d'apporter son aide (matérielle, technique, financière ; ; ; ) aux conférences membres du conseil départemental des alpes maritimes dans leurs propres missions caritatives",,aide alimentaire
AU BONHEUR DES ENFANTS DU MONDE,158 AV PIERRE SEMARD,06130,Grasse,43.652617,6.924875,0.8222,Active,"a pour objet : association humanitaire venant en aide aux orphelins et aux personnes démunies du monde entier : envoi de nourriture, médicaments, vêtements, matériel médical, etc ;  ;  ; construction d'orphelinats ; de dispensaires, de puits, d écoles etc ;  ;  ; l'association fournissant gratuitement une aide alimentaire ou soins médicaux à des personnes en difficulté ou favorisant leur logement ; collecte de fonds ou tous similaires susceptibles d'en favoriser la réalisation et le développement",,aide alimentaire
ASSOCIATION ENFANTS DE CONSTANZA,519 AV des Anciens Combattants,06210,Mandelieu-la-Napoule,43.553681,6.941386,0.8674,Active,"l'aide à la scolarité des enfants de Constanza ; Puis, tout ce qui permettra de les accompagner à se maintenir en scolarité : aide alimentaire, aide financière, dons de fournitures scolaires, construction d'un dispensaire, de bâtiments pour extension de classes, achats de terrains à cet effet, intervention auprès des compagnies aériennes pour le fret, mobilisation de médecins sans frontières ou autres ONG, etc",,aide alimentaire
MAJIK,8 CHEM1 du Colombier,06110,Le Cannet- Rocheville,43.57568,7.000604,0.6729,Active,"aider les personnes en difficulté financière à accéder à des produits en adéquation avec leur revenu, ces produits seront récupérés sous forme de dons alimentaires par nos partenaires ; l'association prendra donc la forme d'une épicerie solidaire avec des activités économiques ainsi que tous les autres moyens susceptibles de concourir à la réalisation de l'objet social",,épicerie solidaire
UN ESPOIR ENSEMBLE ICI ET LÀ-BAS,106 CHEM1 du Collet Rouge,06700,Saint-Laurent-du-Var,43.700931,7.171224,0.8826,Active,"supporter des communautés au niveau national et international dans le domaine de l'éducation et du logement pour lutter contre la pauvreté et l'exclusion ; organiser des actions pour récolter des fonds ; apporter une aide alimentaire, matérielle, administrative et financière aux personnes en grande précarité ; promouvoir la solidarité et ses valeurs ; l'association est caritative et à but humanitaire intervenant au plan national et international ; aide au développement personnel et économique ; développement du bénévolat ; distribution de nourriture, de vêtements, de fournitures scolaires, et tous objets similaires, connexes ou complémentaires ou susceptibles d'en favoriser la réalisation ou le développement",,aide alimentaire
ETRE-HUMAIN,35 AV Font de Veyre,06400,Cannes,43.553589,6.98491,0.7057,Active,"promouvoir la solidarité sous toutes ses formes notamment en développant des activités de collecte (vêtements, produits d'hygiène, colis alimentaire, distribution de repas) et en proposant des animations à caractère culturel, sportive et social en direction de toutes les personnes dans le besoin en partenariat avec des professionnels ; Mettre en oeuvre des actions constructives et pacifiques, mais déterminées à agir pour que chacun et chacune puisse avoir sa place dans notre société et y vivre dignement ; 
Intervenir dans les domaines de la pauvreté, auprès des personnes démunies grâce à l'effort collectif et à la contribution de chaque membre de l'association ; Permettre à chaque membre de l'association de faire partie d'un groupe solidaire qui partage des valeurs humaines profondes, en vue d'un épanouissement personnel et d'une meilleure connaissance de soi même ; Distribution de repas préparés par les bénévoles de l'association ayant rempli l'attestation de Respect des normes d'hygiènes - Les repas sont déposés dans des glacières qui seront transmise aux personnes les distribuant quelques heures avant la maraude ;",,colis alimentaire
RESTONS HUMAINS,124 AV Maurice Chevalier,06150,Cannes,43.563159,6.959831,0.8423,Active,"promouvoir la solidarité sous toutes ses formes notamment en développant des activités de collecte (vêtements, produits d'hygiène, colis alimentaires, distribution de repas
) et en proposant des animations à caractère culturel, sportive et social en direction de toutes les personnes dans le besoin en partenariat avec des professionnels ; 
mettre en uvre des actions constructives et pacifiques, mais déterminées à agir pour que chacun et chacune puisse avoir sa place dans notre société et y vivre dignement ; intervenir dans les domaines de la pauvreté ; auprès des personnes démunies grâce à l'effort collectif de chaque bénévole de l'association ; distribution de repas préparés par les bénévoles de l'association ayant rempli l'attestation de respect des normes d'hygiènes ; les repas sont déposés dans des glacières qui seront transmises aux personnes les distribuant quelques heures avant la maraude",,colis alimentaire
MOUVEMENT ASSOCIATIF CITOYEN ALTERNATIF,60 AV de la Roubine,06400,Cannes,43.547787,6.971634,0.6958,Active,défendre les personnes en situation d'handicap et atteintes d'une ou plusieurs pathologie (s) chronique (s) ainsi que toutes les personnes étant dans leurs entourages ; sur l'autonomie en général que se soit social et sur le développement de circuits courts pour les denrées alimentaires ainsi que autres ; créations d'évènements humanitaire et solidaires ; développement d'aides à la création artistique quelque soit les arts ; récupération de denrées alimentaires et non alimentaires ; rachats de lots alimentaires et non alimentaires ; créations d'épiceries solidaires ; maraudes pour distributions de plats chaud et froid ainsi que de denrées alimentaires et non alimentaires ; aides et accompagnements à la personne ; association locale et nationale ; faire avancer les droits à l'handicap par la solidarité contre la précarité sous toutes ses formes,,épicerie solidaire
"ASSOCIATION DE SOLIDARITÉ, CULTURELLE FAMILIALE ET LES ENFANTS DE CINQ CONTINENTS",9 bis CHEM1 de Carrimaï,06110,Le Cannet,43.579156,6.995244,0.6707,Active,"a pour but : la distribution d'aides alimentaires et de soins aux personnes démunies ; l'assistance aux défavorisés, victimes, atteintes des maladies chroniques ou malaria, sida ;;; toute manifestation artistique et culturelle pouvant améliorer le quotidien des familles et populations dans la souffrance",,aide alimentaire
LA CONFRERIE.EVENTS,89 BD Carnot,06400,Cannes,43.561817,7.01655,0.7208,Active,"a pour objet : l'organisation d'événement et de réception, avec débit de boisson et distribution alimentaire, via prestataire, prêt à porter, nautisme et événement sportif",,distribution alimentaire
NOS REPAS SOLIDAIRES,1 AV Jean Gerbino,06220,Vallauris,43.576965,7.054148,0.8066,Active,"répondre, dans la mesure de ses moyens, aux besoins des personnes nécessiteuses de la ville de Vallauris et ses alentours ; cuisiner des repas et les distribuer aux personnes en difficultés, collecter et distribuer également des produits de première nécessité en matière d'alimentation, d'hygiène et de produits ménagers sous forme de paniers solidaires ; lors de ses distributions, écouter les personnes en difficultés et le cas échéant les orienter vers des organismes susceptibles de leur apporter une assistance supplémentaire ; l'aide technique, financière, morale et logistique au profit de toute autre association oeuvrant dans le même sens ;",,panier solidaire
GHAÏS,67 BD du President Wilson,06160,Antibes Juan les Pins,43.573698,7.116607,0.6081,Active,"une association à but non lucrative, aide aux personnes dans le besoin par différents moyens comme les maraudes, distribution alimentaire, distribution de vêtements, etc ; étendre les activités, par la suite, dans l'humanitaire plus particulièrement l'accès à l'eau en France et à l'étranger ;",,distribution alimentaire
SOAFIJERY,23 BD du Perier,06400,Cannes,43.566114,7.000517,0.7389,Active,"venir en aide aux plus démunis à Madagascar, organiser des distributions alimentaires, mettre en place des programmes de soutien en santé de proximité, créer des ateliers pédagogiques, des formations adaptées à tous les niveaux (enfants, adultes) et des programmes de scolarité pour lever le manque d'accès à l'éducation, lancer des projets pour capter, filtrer et distribuer de l'eau saine, tout en formant les communautés à sa gestion durable, mettre en place des sessions d'information dans les villages pour montrer comment limiter l'impact négatif des activités humaines, organiser des formations sur l'agriculture biologique, le reboisement et la gestion durable des ressources naturelles pour responsabiliser les habitants, développer des indicateurs de performance pour mesurer l'impact de chaque action (nombre de bénéficiaires, évolution de l'accès aux besoins vitaux, taux de reboisement, etc ; ) afin d'ajuster les interventions et garantir leur efficacité sur le long terme, proposer la vente de produits artisanaux locaux ou d'articles issus de l'agriculture bio pour générer des ressources supplémentaires ; une partie des revenus pourra directement financer les projets sur le terrain, organiser et présenter des séjours solidaires permettant aux intéressés de participer activement aux projets et de vivre une expérience enrichissante sur place, rendre accessible le financement participatif et les dons en ligne pour diversifier les sources de financement",,distribution alimentaire
CENTRE DE RECHERCHE EXPÉRIMENTALE EN SOCIOCRATIE,485 RTE de Cagnes,06480,Colle-sur-Loup,43.680888,7.114766,0.8208,Active,"l'association CENTRE DE RECHERCHE EXPÉRIMENTALE EN SOCIOCRATIE est à caractère social ; Son objet est de rechercher, créer, aider, développer, et promouvoir le modèle de gestion et de gouvernance appelé sociocratie dans les associations, entreprises, institutions, organisations, et tous les groupes collectifs en général, dans le but de faciliter la prise de décision collective et de prendre davantage soin de l'humain ; Étant à caractère social, l'association pourra consacrer tout ou partie de ses ressources à la distribution gratuite d'aide alimentaires aux personnes en difficulté ou pourra soutenir les associations ayant tout ou partie de leur objet similaire ;",,aide alimentaire
LOVE FOR ALL,78 BD Victor Hugo,06130,Grasse,43.649756,6.917536,0.7521,Active,"collecte et la distribution de vêtements, les missions humanitaires internationales, la gestion d'une friperie sociale, la restauration sociale, la collecte et la distribution alimentaires, les oeuvres caritatives, l'organisation de matchs caritatifs, les activités sportives, culturelles, éducatives et artistiques ;",,distribution alimentaire
UNE GRAINE D'ESPOIR,81 AV Henri Dunant,06130,Grasse,43.645719,6.928943,0.8156,Active,"une Graine d'Espoir est une force d'intervention d'urgence, mobilisée en France et à l'international pour apporter une aide immédiate aux populations confrontées à des crises humanitaires, catastrophes naturelles ou conflits ; agir rapidement et efficacement pour répondre aux besoins essentiels des personnes touchées, en s'adaptant à chaque situation ; Actions principales: Nos missions : Aide alimentaire et en eau potable, Distribution rapide de denrées alimentaires et de rations d'urgence, Distribution de matériel de première nécessité, Fourniture de solutions d'abris d'urgence, Vêtements, couvertures, kits d'hygiène, produits essentiels ; Soutien logistique pour répondre aux besoins spécifiques de chaque crise ; Nos activités: Levée de fonds et mobilisation, Recherche de soutiens financiers et matériels pour garantir une intervention rapide ; Organisation d'événements caritatifs pour financer les interventions (bingos, collectes, partenariats) ; L'association reste en état d'alerte permanent afin d'être réactive face aux urgences et d'apporter une réponse concrète et immédiate aux crises ;",,aide alimentaire
SUD REVEIL POUR YEHOSHOUA,1 PL du Safranier,06600,Antibes,43.578789,7.126218,0.8266,Active,"apporter une aide humanitaire aux populations en difficulté en France et à l'étranger, conformément aux valeurs chrétiennes de solidarité, de charité et de fraternité ; Ses missions incluent notamment : l'aide alimentaire et l'approvisionnement en eau potable, l'accès aux soins médicaux et à l'éducation, l'assistance aux populations sinistrées ou en situation de grande précarité, le soutien aux projets de développement durable et solidaire, la promotion de la paix et du respect des droits humains dans un esprit chrétien d'entraide ;",,aide alimentaire
SEVE,513 AV Colonel Méyère,06140,Vence,43.718511,7.118688,0.8205,Active,"aide alimentaire et distribution de produits respectueux du véganisme, accompagnement social et matériel des personnes véganes ou en transition vers le véganisme rencontrant des difficultés, sensibilisation aux enjeux éthiques, sociaux et environnementaux liés au véganisme ; accueil temporaire, hébergement solidaire et orientation vers des structures partenaires ; contribution à la préservation de l'environnement et à la promotion des mobilités douces en cohérence avec les valeurs de solidarité et d'écologie portées par le véganisme ; soutien à d'autres associations partageant tout ou partie de ces objectifs ;",,aide alimentaire
EL AMAL,216 AV de la Mer,06210,Mandelieu-la-Napoule,43.539494,6.938431,0.8515,Active,"mener, soutenir et développer des actions humanitaires, sociales et solidaires en France et à l'étranger, notamment au Maroc ; collecter, acheter, acheminer et distribuer gratuitement du matériel médical et paramédical, des denrées alimentaires, des produits de première nécessité, des vêtements, des fournitures scolaires et du matériel destiné aux personnes en situation de précarité, de maladie ou de handicap ; organiser des distributions alimentaires, des repas solidaires, des événements et manifestations permettant de soutenir ou financer les actions de l'association ; développer des partenariats avec des entreprises, associations, collectivités et organismes publics ou privés ; mettre en oeuvre toute action contribuant à l'aide humanitaire, à la solidarité et à l'amélioration des conditions de vie des personnes en difficulté",,distribution alimentaire
CENTRE DE RECHERCHE DE FORMATION ET DE DIFFUSION EN ARTISANAT D'ART ET CREATION,8 PL du Docteur Maurel,06800,Cagnes-sur-Mer,43.66693,7.145748,0.7566,Active,"l'association CENTRE FARD est une structure à caractère social ; elle a pour objet la recherche et l'innovation : l'étude historique, technique et esthétique de l'art, de l'artisanat et de toute forme de création artistique et culturelle, de leurs origines à leurs expressions les plus contemporaines ; la formation et la transmission, l'organisation de sessions d'apprentissage, d'ateliers et de stages visant à transmettre les savoir faire d'excellence et à accompagner la professionnalisation des créateurs ; la création et l'aide au développement, le soutien technique et artistique aux artisans, ainsi que l'accompagnement de projets émergents au sein de la filière la diffusion et la promotion, la mise en valeur des oeuvres et des créateurs à travers l'organisation d'expositions, de conférences, de publications et d'événements culturels ; le lien social, l'utilisation de l'artisanat comme levier d'inclusion, de partage et de rayonnement culturel, tant au niveau local qu'international ; étant à caractère social, l'association pourra consacrer tout ou partie de ses ressources à la distribution gratuite d'aides alimentaires aux personnes en difficulté ou pourra soutenir les associations ayant tout ou partie de leur objet similaire ;",,aide alimentaire
SOLIMAD,98 BD Virgile Barel,06300,Nice,43.717138,7.292381,0.7571,Active,"favoriser l'aide à l'autonomie pour le maintien à domicile des personnes âgées et handicapées, garde de jour et nuit, aide alimentaire pour les personnes âgées, handicapées et les personnes en situation de précarité, auprès de la banque alimentaire des Alpes-Maritimes par le biais des CCAS, aide aux différentes démarches administratives",,aide alimentaire | banque alimentaire
