nom,street,postal_code,city,latitude,longitude,geocode_score,statut,objet,siret,mots_cles
GAGA ENTRAIDE & SOLIDARITÉ,45 RTE des Sables,97427,Étang-Salé,-21.279713,55.374338,0.8233,Active,"apporter une aide alimentaire et matérielle aux personnes démunies, notamment à travers des maraudes, des distributions alimentaires et en fournissant des vêtements ou kits d'hygiène ; soutenir également les foyers et les personnes en situation de précarité en facilitant leur insertion sociale et professionnelle, en les aidant dans leurs démarches administratives et en luttant contre l'isolement ; favoriser l'accès à la culture, aux sports et aux loisirs, en organisant des événements, des sorties et des activités pour renforcer le lien social ; mener des actions en faveur des droits et du bien-être des femmes, en proposant des activités en développement personnel, de valorisation ; agir pour la solidarité en récupérant du matériel scolaire et informatique, en luttant contre le gaspillage et en développant des partenariats avec d'autres organismes pour optimiser son impact social et humanitaire ;",,aide alimentaire | distribution alimentaire
ASSOCIATION KAZALIM REUNION,74 A CHEM1 Joseph Avril,97432,Saint-Pierre,-21.291253,55.474899,0.7393,Active,"oeuvrer dans un but solidaire pour les personnes dans le besoin, en 
mettant à disposition pour ses adhérents un espace multimédia, un service d'impression de documents et d'aide administratif ; promouvoir le partage et la convivialité en mettant en place des maraudes, des formations de base au système informatique, un service social à travers la distribution de paniers solidaires et un espace de vente d'articles multimédia et d'occasion ;",,panier solidaire
ASSOCIATION NOTRE DAME DE LA SALETTE,40 RUE Saint-Julien,97450,Saint-Louis,-21.285887,55.41232,0.9695,Active,"aider les personnes en difficultés, aide alimentaire, aide financier  ; faire des activités pour les personnes âgées et les enfants ; faire la marche de saint-louis à saint-leu ; améliorer l'habitat intérieur et extérieur, placo, peinture ; faire des pic niques partage, sortie en bus, manifestations, frirperie et epicerie solidaire ;",,aide alimentaire
INSTITUT ÉLOQUENCE & SOLIDARITÉ,67 B RUE des Bons Enfants,97410,Saint-Pierre,-21.339716,55.472926,0.8732,Active,promouvoir l'éloquence la prise de parole et la confiance en soi ; organiser des ateliers conférences et événements éducatifs ; mener des actions solidaires et humanitaires ; aider les personnes en difficulté à travers des actions concrètes telles que les maraudes distributions alimentaires et accompagnement ; développer des projets à impact social à La Réunion et à l'international ; favoriser les échanges multiculturels le vivre-ensemble et la valorisation des différentes cultures à travers des actions éducatives sociales et solidaires,,distribution alimentaire
MASHIAH - COLLECTIF HUMANITAIRE,100 CHEM1 Boissy,97410,Saint-Pierre,-21.344518,55.506107,0.8604,Active,"organiser des maraudes sur le territoire pour apporter une aide alimentaire, matérielle, sociale et morale aux personnes sans-abri, en grande précarité ou en situation de vulnérabilité ; coopérer avec d'autres organisations partenaires notamment celle intervenant dans les îles de la zone Océan Indien (la Réunion, Maurice, Madagascar, Tanzanie, Comores, Seychelles, Mayotte, Mozambique etc) ; soutenir les orphelinats, les familles sinistrées ou toute autre personne en difficulté",,aide alimentaire
BAIT-OUL-ILM,141 RUE Lacaussade,97440,Saint-André,-20.958458,55.654238,0.9692,Active,aide à la personne; distribution de colis alimentaire; publication trimestrielle de revue; action cultuelle; organisation de sorties à caractère culturelle,,colis alimentaire
LE TREMPLIN,10 RUE des Remparts,97431,La    Plaine-des-Palmistes,-21.135902,55.611907,0.9615,Active,"toutes actions : touchant à l'éducation, l'accompagnement social, la mobilité ; visant la santé et la salubrité publique ; favorisant la citoyenneté, le civisme, la solidarité intergénérationnelle ; permettant l'amélioration du cadre de vie de la population ; en lien avec l'environnement, le tourisme et la sécurité. organisation de manifestations sur l'animation des quartiers, le développement durable, la sauvegarde du patrimoine ; la fourniture de colis alimentaires aux plus démunis",,colis alimentaire
ASSOCIATION ENTRAIDE AUX CHOMEURS PRECAIRES (A.E.C.P),13 RUE Blanche Jacquemin - appt 1,97470,Saint-Benoît,-21.050274,55.70836,0.8342,Active,"mise en uvre d'une épicerie sociale et solidaire ; distribution de colis alimentaire ; réinsertion : lutter contre le chômage, la précarité, l'isolement et la délinquance juvénile",,colis alimentaire
ASSOCIATION INSERTION SOLIDARITE FORMATION,236 CHEM1 des Limites,97440,Saint-André,-20.970965,55.691104,0.8661,Active,"revaloriser et aménager les sites ; faire la promotion de l'île de la réunion dans tous les pays du monde ; relancer le tourisme de notre île ; insérer des personnes en difficultés par la formation, le travail et l'accompagnement ; contribuer à la solidarité en réalisant diverses actions sociales et humanitaires en faveur des personnes en situations de précarité, les sans-abris, les plus démunis, notamment les personnes âgées (repas, journées d'animations, distributions de colis alimentaires, etc ; ) et en celles situation d'handicap ; animer les quartiers par les dispositifs nécessaires tel que : le contrat local d'accompagnement à la scolarité (clas) , l'opération ville vie vacances (ovvv) , etc ; accompagner des associations dans la gestion administrative, sociale et financière ;",,colis alimentaire
KER SOLIDER 97440 (KS 97440),501 RUE des Caféiers,97440,Saint-André,-20.97421,55.689285,0.9723,Active,"promouvoir, organiser et encadrer sous toutes ses formes les activités socio-éducatives, culturelles et de loisirs ; participer à l'animation de la vie sociale du quartier dans un esprit de solidarité, dans un cadre convivial, intergénérationnel et multiculturel ; accompagner l'insertion sociale et professionnelle des jeunes et des moins jeunes ; mettre en place des actions de lutte contre l'insalubrité et les nuisibles des espaces publiques et privés sur le territoire ; lutter contre la pauvreté par la collecte et la redistribution gratuite de l'aide alimentaire (sous forme de colis) délivrée par la banque alimentaire ou autres et par toutes activités permettant de soutenir ce projet ; de proposer des actions d'aides aux devoirs et de soutien scolaire aux enfants des habitants des quartiers ; proposer des actions de prévention sociale et de santé",,aide alimentaire | banque alimentaire
ASSOCIATION BIENFAISANCE MAISON DE QUARTIER LES AVOCATIERS (A.B.M.Q.A),26 RUE des Lataniers,97412,Bras-Panon,-21.004562,55.682635,0.8865,Active,"mettre en place et développer des activités d'ordre social, éducatif, humanitaire, caritatif, insertion et sous toutes autres formes d'actions qui concourent au bien-être de ses adhérents et bénéficiaires ; cela se traduira notamment par la mise en uvre d'une épicerie sociale et solidaire et la distribution de colis alimentaires",,colis alimentaire
NOU AIDE A ZOT,521 RUE Quatre  Epices,97440,Saint-André,-20.974854,55.657077,0.8849,Active,"faire toutes actions en faveur de la valorisation de l'environnement et des espaces verts sur le territoire de saint-andré, toutes actions en faveur de la prévention en matière de santé publique,	toutes actions de formation
	toutes actions d'insertion/ ou de réinsertion et d'intégration, toutes actions culturelles et d'animations de toutes sortes, toutes actions humanitaires et de solidarités, et plus généralement toutes opérations industrielles, commerciales ou financières, mobilières ou immobilières, pouvant se rattacher directement ou indirectement à l'objet social ou susceptibles d'en faciliter l'extension ou le développement ; dans le champ de l'insertion, l'association se propose notamment de promouvoir, soutenir, mettre en uvre toutes actions susceptibles de contribuer à l'emploi, à l'insertion professionnelle ou sociale et à la mobilité des personnes en difficultés ; l'association aura notamment pour vocation de créer, de développer et de gérer directement ou indirectement des activités d'insertion par l'économie, dans le cadre des dispositions législatives en vigueur ; dans le cadre de sa mission d'insertion par l'activité economique, l'association pourra être amenée à vendre des produits et services liés à ses activités, dont des produits agricoles ; afin de développer son action, elle s'appuiera sur l'ensemble des mesures législatives et réglementaires concernant l'insertion des publics visés par son action, dans le domaine professionnel, social, culturel, sportif ou de loisirs ; elle pourra exercer les droits reconnus à la partie civile dans tous les cas relevant de ses attributions ; dans le champ du social, l'association se propose notamment de 	préserver et restaurer la sécurité alimentaire des populations en difficultés sociales sous forme de colis alimentaires
	venir en aide aux personnes nécessiteuses sous forme d'aides alimentaires, vestimentaires, matérielles
	venir en aide aux citoyens pour le respect de leurs droits sociaux, et les soutenir dans la défense de leurs droits sociaux
	assurer des services dans le domaine administratif, du transport, du logement, des tâches ménagères, des petits travaux et bricolage dans la cour et la maison, aux citoyens rencontrant des difficultés ;",,aide alimentaire | colis alimentaire
NOUT TOUTE ANSAMB,27 RUE Emile Dijoux,97470,Saint-Benoît,-21.03887,55.709421,0.9709,Active,"développer activités autour de l' illettrisme, éducation populaire , développer des activités autour de la création artistique, créer atelier d'échanges, organiser des manifestations culturelles , sportives, artistiques, festifs, organiser des voyages touristiques , culturelles, humanitaire, aide alimentaire , boutique solidarité, dons , vente prestations et produits (alimentation , service) à but non lucratif pour le fond associatif, diverses activités (jardinage , baby-siting, cours de soutien, quête) , activités en faveur d'un public fragile (enfants, personnes âgées, détenus, demandeur d'emploi)",,aide alimentaire
NOU BOUGE EK ZOT,6 RUE le Corbusier,97470,Saint-Benoît,-21.051821,55.712089,0.9602,Active,"mettre en place des actions et services caritatifs, travailler en réseau avec d'autres associations caritatives, promouvoir la distribution de repas par un service de restauration social et banque alimentaire,  lutter contre le gaspillage alimentaire, favoriser l'insertion sociale et la reconnaissance des valeurs humaines",,banque alimentaire
DORT JAMAIS AIDE NOUT NATION,13 LD Chemin Paul - Ravine Glissante,97439,Sainte-Rose,-21.138536,55.803708,0.6286,Active,"créer et accompagner des activités sportives, arts martiaux (boxe thaïlandaise, win chun self-défense et autres) ; organisation d'évènements divers ; organiser des actions humanitaires, d'entraide sociale, apporter une assistance bénévole aux personnes en situation précaire, aux personnes âgées, aux personnes en situation de handicap ; lutter contre la pauvreté et l'exclusion (aide alimentaire, matérielle, administrative, culturelle, environnementale)",,aide alimentaire
SOUBAT POU FAYAR,1270 CHEM1 du Centre,97440,Saint-André,-20.947318,55.655864,0.8668,Active,"apporter une aide alimentaire temporaire à des personnes traversant momentanément des difficultés d'ordre financière, alimentaire par le biais d'une épicerie solidaire ou de don de colis alimentaires ;  proposer un lieu d'accueil, de rencontre, d'échange et d'écoute permettant de restaurer des liens sociaux, de lutter contre l'exclusion sous ses diverses formes (sociale, économique, familiale ;  ;  ; ) ; mettre en place des actions d'accompagnements sociales et professionnelles elle portera des initiatives dans le champ de l'économie sociale et solidaire (ESS) ;  acteur dans le domaine de l'insertion sociale et professionnel pour les publics fragiles et en voie d'exclusion ;  proposer des animations et manifestations de toutes sortes faisant appel à la solidarité dans le but d'aider les plus démunis ; 
promotionner aussi le sport et la culture à vocation d'insertion ;",,aide alimentaire | épicerie solidaire | colis alimentaire
KADDY SOLIDAIRE EST,79 C... Jean Robert BOURBIER,97470,SAINT-BENOIT,-21.030562,55.694035,0.6793,Active,"participer par ses actions à éradiquer la pauvreté ; préserver et restaurer la sécurité alimentaire des populations en difficultés sous toutes formes telles que notamment, des dons de colis alimentaires ou le libre choix dans l'épicerie ; venir en aide aux personnes nécessiteuses sous forme d'aides matérielles et morales ; distribuer des repas chauds aux personnes sans domicile fixe ; lutter contre le gaspillage alimentaire ; exercer une activité économique par la vente de denrées alimentaires mises à disposition en épicerie solidaire ou points d'accès réservés aux familles avec des critères d'accessibilité au service bien défini avec la possibilité de définir une fréquence d'ouverture de l'épicerie fixée à des créneaux par semaine ainsi que des prix de vente pratiqués de l'ordre de 35 à 40 % - chers que ceux pratiqués dans les commerces ; répartir les éventuels excédents financiers à des oeuvres caritatives ou à d'autres projets associatifs ; organiser des manifestations de bienfaisance et de soutien",,épicerie solidaire | colis alimentaire
ASSOCIATION KER REYONE,193 RUE Bois Rouge,97440,Saint-André,-20.9304,55.644664,0.9762,Active,"préserver et restaurer la sécurité alimentaire des populations en difficultés sociales sous forme de colis alimentaires.
Venir en aide aux personnes nécessiteuses sous forme d'aides alimentaires, vestimentaires, matérielles.
Venir en aide aux citoyens pour le respect de leurs droits sociaux, et les soutenir dans la défense de leurs droits sociaux.
Assurer des services dans le domaine administratif, du transport, du logement, des tâches ménagères, des petits travaux et bricolage dans la cour et la maison, aux citoyens rencontrant des difficultés.
Mettre en uvre toutes actions en faveur de la valorisation de l'environnement et des espaces verts, de la prévention en matière de santé publique, de formation, d'insertion/ ou de réinsertion et d'intégration, culturelles et d'animations de toutes sortes, toutes actions humanitaires et de solidarités, et plus généralement toutes opérations industrielles, commerciales ou financières, mobilières ou immobilières, pouvant se rattacher directement ou indirectement à l'objet social ou susceptibles d'en faciliter l'extension ou le développement. 
Promouvoir, soutenir, mettre en uvre toutes actions susceptibles de contribuer à l'emploi, à l'insertion professionnelle ou sociale et à la mobilité des personnes en difficultés
Créer, de développer et de gérer directement ou indirectement des activités d'insertion par l'économie, dans le cadre des dispositions législatives en vigueur.
Vendre des produits et services liés à ses activités, dont des produits agricoles dans le cadre de sa mission d'Insertion par l'activité économique.
Réaliser toute action lui permettant de réaliser son objet et se doter de l'ensemble des moyens lui permettant d'atteindre ses buts en préservant à ses activités un caractère non lucratif",,aide alimentaire | colis alimentaire
ACTION SOCIALE REUNIONNAISE,14 Bis RUE des Figuiers,97412,Bras-Panon,-21.002928,55.681216,0.8940,Active,"distribuer des colis alimentaire aux personnes nécessiteuses ; distribution de repas chaud ou froid ainsi que de boisson non alcoolisée aux personnes nécessiteuses
; organisation de repas partage pour les personnes nécessiteuses ; création et vente d'objets artisanaux (gâteaux, objets tressés, ...) ;",,colis alimentaire
BRILLE.RE,91 RUE des Pinpins,97440,Saint-André,-20.97775,55.657072,0.9679,Active,"Aider les personnes en difficulté ; distribution de colis alimentaire ou d'urgence ( nourriture , hygiène , vêtements ) ; aider à l'ameublement ( frigo , cuisinière a gaz , petit électroménager , etc 
) ; distribution de repas , Maraude au personnes démunies ; participer à la vie associative de la commune ( boite solidaire , nettoyage de quartier ;  faire événement spécial  , friperie éphémère ) ; nettoyager, transport pour les courses de manière temporaire ou ponctuelle ; aider dans les papiers administratifs de manière temporaire ; aider ponctuelle pour des petits travaux de bricolage urgents dans la maison des personnes en difficulté ;",,colis alimentaire
SOLIDÈR ANSANM (SA),501 RUE des Caféiers,97440,Saint-André,-20.97421,55.689285,0.9723,Active,"promouvoir, organiser, encadrer sous toutes ses formes les activités socio-éducatives, culturelles et de loisirs; participer à l'animation de la vie sociale du quartier dans un esprit de solidarité, dans un cadre convivial, intergénérationnel et multiculturel; utiliser les actions de l'association afin de mettre en place un programme d'insertion sociale et professionnel pour les jeunes et les moins jeunes, accompagner l'insertion sociale et professionnelle des jeunes et des moins jeunes; mettre en place des actions de lutte contre l'insalubrité et les nuisibles des espaces publiques et privés sur le territoire; lutter contre la pauvreté par la collecte et la redistribution gratuite de l'aide alimentaire (sous forme de colis) délivrée par la banque alimentaire ou autres et par toutes activités permettant de soutenir ce projet; proposer des actions d'aides au devoirs et de soutien scolaire aux enfants des habitants des quartiers ; de proposer des actions de prévention sociale et de santé, par ailleurs l'association inscrit son projet dans une dimension d'intérêt général, en s'ouvrant à tous les publics, en préservant à ses activités un caractère non lucratif, laïque et apolitique, en toutes circonstances, l'association garantit un fonctionnement démocratique et transparent et préserve le caractère désintéressé de gestion, les buts de cet objet sont indicatifs et non limitatifs, l'association poursuit un but non lucratif",,aide alimentaire | banque alimentaire
EK LO KER,822 RUE de Cambuston,97440,Saint-André,-20.933598,55.649387,0.9786,Active,"revaloriser les quartiers de plusieurs communes de l'île; accompagner des personnes en difficulté, isolées et fragiles et améliorer leur vie quotidienne ; aider aux démarches administratives, petits travaux solidaires, banque alimentaire solidaire, panier fruits et légumes, sortie en bus, loto quine, dîner dansant, défilé 20 décembre et  activités sportives (marches, randonnées) ;",,banque alimentaire
ASSOCIATION COLY AID A NOU,378 CHEM1 Blard,97440,Saint-André,-20.934457,55.647885,0.8474,Active,faire la collecte en vue de la distribution de colis alimentaires au profit de personnes en difficultés ainsi que le service de repas aux démunis ;,,colis alimentaire
ASSOCIATION SOLIDAIRE DES MARSOUINS,29 RUE Henri Madore,97470,Saint-Benoît,-21.041941,55.721304,0.9647,Active,"avoir pour objet de réunion toute personne investie sur la cause de nos aînés, de promouvoir la culture et les traditions réunionnaises, de développer les relations avec l'Europe et les pays de la zone océan indien, de lutter contre la pauvreté et les exclusions, apporter des aides alimentaires, lutter contre l'isolement des nos anciens ; de proposer des activités culturelles, artistiques et sportives d'animation de solidarités intergénérationnelles ;",,aide alimentaire
SOLIDER ANSANM EK LO KER,501 RUE des Caféiers RDM les bas,97440,Saint-André,-20.97421,55.689285,0.7497,Active,"promouvoir, organiser, encadrer sous toutes ses formes, les activités socio-éducatives, culturelles et de loisirs sur le territoire dans un cadre intergénérationnel et multiculturel ; utiliser les actions de l'association afin de mettre en place un programme d'insertion sociale et professionnelle pour les jeunes et les moins jeunes ; accompagner l'insertion sociale et professionnelle des jeunes et des moins jeunes ; mettre en place des actions de lutte contre l'insalubrité et les nuisibles des espaces publics et privés sur le territoire ; lutter contre la pauvreté sur le territoire par la collecte et la redistribution gratuite de l'aide alimentaire (sous forme de colis) délivrée par la banque alimentaire ou autres et par toutes activités permettant de soutenir ce projet :  proposer des actions d'aides aux devoirs et de soutien scolaire aux enfants des habitants des quartiers ; proposer des actions de prévention sociale et de santé.",,aide alimentaire | banque alimentaire
NOUS TIENS BON,83 CHEM1 Rio,97440,Saint-André,-20.947871,55.663679,0.8356,Active,don et vente de colis alimentaire ; aide administratif ; évènement et action solidaire ; sortie adhérent ; don et vente de récupérations non alimentaire,,colis alimentaire
ASSOCIATION LUEUR D'ESPOIR,QUAR Girofles,97470,Saint-Benoît,-21.068162,55.701774,0.5072,Active,"apporter une aide humanitaire aux personnes en situation de précarité ; organiser des distributions alimentaires, vestimentaires et matérielles ; soutenir moralement et socialement les personnes fragilisées ; mettre en place des actions solidaires locales ou internationales ;",,distribution alimentaire
LE COEUR DE POTIN,742 AV des Mascareignes,97440,Saint-André,-20.937118,55.646705,0.7754,Active,"favoriser la solidarité et l'entraide entre les habitants, apporter une aide alimentaire et matérielle aux personnes en difficulté, soutenir les familles dans leurs besoins essentiels, organiser des actions sociales et humanitaires, promouvoir le partage, le respect et le lien social au sein de la réunion ;",,aide alimentaire
ASSOCIATION INTERNATIONNALE D'ANTSIRANANA (A.I.A.),64 RUE du Général Lambert,97436,Saint-Leu,-21.166456,55.287584,0.9780,Active,"Mettre en oeuvre et mener à terme à Madagascar dans la région de Diego-Suarez des réalisations d'aide alimentaire aux personnes âgées, aux mendiants et aux familles les plus nécessiteuses.
L'objectif est de recenser les plus démunis et de fournir des repas et des vêtements de manière régulière.",,aide alimentaire
ASSOCIATION CITOYENS DU MONDE  OCEAN INDIEN,29 BD Hervé Payet,97426,Les Trois-Bassins,-21.107306,55.296278,0.8148,Active,"exercer une aide humanitaire et caritative sous toutes ses formes dans la zone océan indien ; lutte contre la pauvreté et l'exclusion sous toutes ses formes ; collecte de matériel pédagogique pour les écoles de Madagascar ; création et gestion d'une épicerie solidaire à Trois Bassins ; création d'ateliers et chantiers d'insertion à la réunion ; formation professionnelle et accompagnement à l'insertion professionnelle pour tous types de publics ; développement des énergies propres et renouvelables: solaire, photovoltaïque, biogaz et biocarburants ; développement du commerce et du tourisme équitable avec Madagascar",,épicerie solidaire
NOU LE LA POU ZOT,ALL Benoite Boullard,97400,Saint-Denis,-20.888507,55.463578,0.8577,Active,"développer toutes actions favorisant lintégration des habitants dans le développement durable et les aides alimentaire particulièrement le bien être chez soi en soi ; favoriser linsertion des personnes de lîle de la Réunion dans le monde professionnel afin de valider leur projet professionnel et valider leur diplôme ; promouvoir les valeurs culturelles, sportives et sociale de lîle de la Réunion à travers le monde avec nos culture et nos métissage le savoir vivre ensemble ; valoriser notre folklore et notre patrimoine à travers les échanges touristiques particulièrement nos compatriote de lOcéan Indien leurs apporter notre savoir faire et développer léconomie de leurs pays en manque de divers produit pour leurs bien être ; aides aux personnes en difficulté mineure comme majeure et aides administratives document administratif courant personnel avec le secret professionnel légal à la loi française ; les aides dons alimentaire pour tous le monde ; aides aux personnes qui sont en manque dorientation pour leur réinsertion dans le monde professionnel ; les anciens détenus, les détenus pour leur socialisation du monde actuel",,aide alimentaire
"COMITE ""DROIT AU LOGEMENT"""" DE 97-4 ILE DE LA REUNION (D.A.L)""",38 IMP Ylang Ylang,97460,Saint-Paul,-20.975018,55.30375,0.8351,Active,"unir et d'organiser les familles et les individus, mal-logés ou concernés par le problème du
logement, pour la défense du droit à un logement décent pour tous ; l'arrêt des expulsions sans relogement ; le relogement décent et adapté de toute famille et personne mal-logé ou sans logis ; appliquer  la loi de réquisition sur les immeubles et logements vacants appartenant aux
collectivités locales, à des administrations, à l'état, à des banques, à des compagnies d'assurances, à
de gros propriétaires, à des professionnels de l'immobilier ; plus généralement le soutien, l'information, la promotion d'action ayant pour but de remédier au
problème des mal-logés et sans logis, notamment par des propositions visant à améliorer la
législation sur le logement ; d'apporter une aide alimentaire à des personnes démunies ; d'être un lieu d'accueil et de rencontre, en vue de contribuer à faciliter, voir à restaurer les liens
sociaux, développer des animations individuelles ou collectives proposées par des bénévoles ; consolider des partenariats avec la banque alimentaire des mascareignes",,aide alimentaire | banque alimentaire
SOUFFLE DE VIE,10 CHEM1 Var,97420,Le    Port,-20.945986,55.326572,0.8038,Active,"diffuser la bible et son message, encourager les relations fraternelles entre les chrétiens ; organiser et prendre part à des fêtes, des spectacles et autres actions fondées sur la foi chrétienne ; faire vivre le message de l'évangile par le biais d'une action caritative en donnant aux autres une aide morale et sociale ; favoriser l'émancipation des enfants, en leurs faisant participer à des actions sociales et culturelles (aides alimentaires pour des actions urgentes)",,aide alimentaire
ASSOCIATION ANONYME CIVILE ET CITOYENNE (A.A.C.C.),35 RUE de Londres,97420,LE PORT,-20.942855,55.295439,0.9694,Active,apporter une aide matérielle (denrées alimentaires et mobiliers) et morale aux personnes les plus démunies ; préparer des repas chauds ; distribuer des colis alimentaires sur la voie publique,,colis alimentaire
ARC EN CIEL DE LA VIE/ ENTRAIDE ILE DE LA RÉUNION,62 C... Lamarque,97423,Saint-Paul,-21.050268,55.312145,0.7914,Active,"oeuvrer au bien-être social, économique, professionnel, culturel d'un public des Hauts de Saint-Paul en grand risque de marginalisation. Pour cela, elle s'appuie en particulier sur l'aide alimentaire, l'expérimentation et le développement de pratiques agricoles respectueuse de l'environnement et des besoins de l'île. Elle intégrera ses publics sur des projets éducatifs et d'insertion",53779825800019,aide alimentaire
GROUP A NOU,MARLA/MAFATE,97460,Saint-Paul,-20.97184,55.314572,0.6448,Active,apporter une aide alimentaire et défendre les intérêts des Mafatais,,aide alimentaire
AMICALE FRANCO MAURICIENNE,52 RUE des Fauvettes,97411,Saint-Paul,-21.026787,55.265804,0.8353,Active,"réunir les originaires de l'Ile Maurice et leurs proches vivant à l'Ile de la Réunion ; organiser des activités à caractère culturel, sportif et autre permettant de développer des liens d'amitié entre les membres ; entretenir et favoriser des échanges entre les deux îles ; venir en aide à des personnes en difficultés sociales ; apporter une aide alimentaire aux plus démunis ; consolider des partenariats avec des associations ou groupement d'association ; accompagner nos concitoyens dans leurs démarches administratives ;",,aide alimentaire
ASSOCIATION DES JEUNES DU CHEMIN PILON,36 RUE Mourvaye,97422,Saint-Paul,-21.08191,55.266747,0.9694,Active,"d'agir sur le développement durable du quartier, développer des projets éducatifs, culturels et sportifs et d'insertion en direction des publics les plus fragiles ; donner la possibilité à des jeunes d'avoir un travail et un contrat ; faire des colis alimentaires et nettoyage des cours pour aider les personnes les plus fragiles et les familles les plus démunies et les aider dans leurs papiers administratifs ; animation  du quartier en organisant des fêtes, des soirées, des brocantes et des sorties en bus et des voyages ; des activittés pour les enfants, peinture, dessins, activités sportifs et culturels et les aider avec des soutiens pour les devoirs scolaires ; crééer des clubs sportifs inter-quartier football, handball, danse etc ; pour les personnes âgées  des activités de courture et de peinture etc",,colis alimentaire
DON DU COEUR,5 A CHEM1 Romily,97419,La    Possession,-20.928895,55.36102,0.8017,Active,venir en aide aux personnes qui rencontrent des difficultés sous forme de distribution de colis alimentaires,,colis alimentaire
ASSOCIATION DE LA REUNION POUR L'INSERTION ET LA FORMATION (A.R.I.F),131 bis AV mahatma gandhi,97441,Sainte-Suzanne,-20.93209,55.641166,0.8099,Active,"revaloriser et aménager les sites touristiques, espaces publics et des sentiers; faire la promotion de l'Ile de la Réunion dans tous les pays du monde; insertion des personnes en difficultés; aider les jeunes de 18 à 25 ans rencontrant des difficultés à l'accès au marché du travail, de bénéficier d'une première expérience professionnelle dans le secteur marchand; solidarité en offrant bénévolement diverses actions sociales et humanitaires en faveur des personnes en situation de précarité, les sans abris et notamment les personnes âgées (repas, journées d'animations, distributions de colis alimentaires); créations et la mise en place des Resourceries et Recycleries; créations et la mise en place des projets innovants dans le textile, le numérique, le tourisme, la gestion et la valorisation des déchets; développer et favoriser le Développement Durable, l'Economie solidaire et les Energies Renouvables; développer et mettre en place une coopération avec différentes institutions de l'Océan Indien et le reste du Monde l'Inde, la Chine",,colis alimentaire
AID'ALI,98 CHEM1 Macé,97411,Saint-Paul,-20.99914,55.321373,0.8383,Active,"intervenir dans les domaines de la pauvreté, aider les plus démunis sur le plan local et international en organisant des distributions de colis alimentaires, vêtements, repas ; apporter une aide médicale aux populations dans le besoin",,colis alimentaire
LIVE AND HEART,10 RUE Rouget De Lisle,97419,Possession,-20.924771,55.343728,0.8982,Active,"créer, conduire, gérer et mettre en oeuvre des actions de solidarité (actions inter-générations, actions de solidarité inter-iles, fourniture de colis alimentaires, opérations de collectes, actions de bénévolat de terrain) ; des actions environnementales (actions de sensibilisation, actions d'information, actions d'éducation, actions de prévention, et actions de terrain pour la préservation ou l'amélioration de l'environnement) ; des actions culturelles et sportives (échanges culturels, développement et exportation des talents locaux, ateliers artistiques, soutien aux activités culturelles, mise en oeuvre d'opérations sportives; des actions d'aide à la jeunesse. Les moyens d'action de l'association impliqueront des activités économiques de type vente d'espaces médias ou publicitaires, organisation d'événements, production musicale, création de supports médias et toutes autres activités économiques nécessaires au bon fonctionnement de l'association",,colis alimentaire
7 NUANCES ZEN,3 CHEM1 la Vallée,97422,Saint-Paul,-21.06983,55.27822,0.8472,Active,"déploiement du corps (marches, gymniques, postures) et le souffle interne de l'organisme; vocation d'aide et de soins énergétiques à l'encontre des situations de vie et des personnes utilisant les recours de pratique pour soulager les maux interposés par des pratiques manuelles, d'accompagnement ou de conseil (non substituable à la médecine et sans objectifs thérapeutiques ou sexuels) dans un cadre clos ou à l'extérieur; ateliers de peinture zen, participer à des kermesses, vente de produits afin de récolter des fonds pour le bien-être de l'association et pas dans un but commercial, d'apporter une aide alimentaire temporaire ou matériel à des personnes momentanément démunies (adressées par les services sociaux du secteur), développer un système d'approvisionnement et de redistribution alimentaire solidaire, solliciter des partenaires financiers et la gestion des subventions et fonds permettant le démarrage et le développement du projet",,aide alimentaire
ASSOCIATION DONNE A NOUS L'ESPOIR,6 IMP Naranssamy,97411,Saint-Paul,-20.983515,55.326786,0.7569,Active,"venir en aide aux personnes qui rencontrent des difficultés sous forme de distribution de colis alimentaires et de vêtements ou d'équipements mobiliers; prise en charge du développement de leurs lieux de vie à travers des actions d'insertion et de formation; activités culturelles, loisirs, artisanales et sportives",,colis alimentaire
RACINE OUEST,184 CHEM1 Bras Canot,97435,Saint-Paul,-21.07218,55.29537,0.8636,Active,"apporter un soutien aux personnes nécessiteuses habitant le secteur ouest, jeunes, adultes, personnes âgées et porteuses d' handicap, dans les domaines de l'éducation, du social, du sport et de la culture, distribution de colis alimentaires, services aux personnes âgées, activités péri-scolaires, cours particuliers, voyage culturel linguistique et sportif, ce projet concerne quelques personnes les plus démunies d'un quartier des hauts de Saint-Paul, un quartier des hauts de la Possession, un quartier des hauts de Saint-Leu pour la distribution des colis alimentaires, les activités péri-scolaires et les cours concernent la commune de la Possession",,colis alimentaire
